Code,EN,CN,Level
224999,Information and Organisation Professionals nec,信息与组织专业人员NEC,P
224999,Electoral Officer,选举事务主任,N
224999,Knowledge Manager,知识管理,N
224999,Lobbyist,说客,N
224999,Museum Registrar,博物馆登记处,N
224999,Procurement Specialist,采购专员,N
225111,Advertising Specialist,广告专家,P
225111,Advertising Account Executive,广告客户经理,A
225111,Advertising Account Manager,广告客户经理,A
225111,Creative Director (Advertising),创意总监（广告）,A
225112,Market Research Analyst,市场研究分析师,P
225113,Marketing Specialist,市场专员,P
225113,Marketing Consultant,营销顾问,A
225113,Marketing Coordinator,市场推广主任,A
225113,Marketing Officer,营销总监,A
225113,Brand Manager,品牌经理,S
225113,Category Manager,分类管理,S
225113,Product Manager,产品经理,S
225113,Sales Promotion Officer,销售推广主任,S
225211,ICT Account Manager,信息和通信技术客户经理,P
225212,ICT Business Development Manager,信息和通信技术业务发展经理,P
225213,ICT Sales Representative,信息和通信技术销售代表,P
225311,Public Relations Professional,公共关系专业,P
225311,Media Liaison Officer,媒体联络主任,S
225311,Press Officer,新闻官,S
225311,Promotions Officer,促销人员,S
225311,Public Affairs Officer,公共事务主任,S
225311,Public Relations Consultant,公共关系顾问,S
225311,Public Relations Officer,公共关系主任,S
225411,Sales Representative (Industrial Products),销售代表（工业产品）,P
225412,Sales Representative (Medical and Pharmaceutical Products),销售代表（医药制造业）,P
225412,Medical Representative,医药代表,S
225499,Technical Sales Representatives nec,技术销售代表NEC,P
225499,Sales Representative (Educational Products and Services),销售代表（教育文化用品及服务）,N
231111,Aeroplane Pilot,飞机飞行员,P
231112,Air Traffic Controller,空中交通管制,P
231113,Flying Instructor,飞行教官,P
231113,Gliding Pilot Instructor,滑翔飞行员教官,S
231113,Helicopter Pilot Instructor,直升机飞行员教官,S
231114,Helicopter Pilot,直升机飞行员,P
231199,Air Transport Professionals nec,航空运输专业人员NEC,P
231199,Aircraft Navigator,飞机导航,N
231199,Airworthiness Inspector,适航检查员,N
231199,Balloonist,热气球,N
231199,Flight Engineer Inspector,飞行工程师督察,N
231211,Master Fisher,大师费舍尔,P
231212,Ship's Engineer,船舶工程师,P
231212,Marine Engineer,海洋工程,A
231212,Mechanical Engineering Officer (Navy),机械工程主任（海军）,S
231212,Weapons Electrical Engineering Officer (Navy),武器电气工程主任（海军）,S
231213,Ship's Master,船长,P
231213,Ship's Captain,船长,A
231213,Dredge Master,疏通主,S
231213,Ship's Pilot,船的飞行员,S
231213,Tug Master,拖轮主,S
231214,Ship's Officer,船的官,P
231214,Deck Officer,甲板高级船员,A
231214,Navigating Officer (Ship's),导航员（船舶）,S
231214,Seaman Officer (Navy),希曼主任（海军）,S
231215,Marine Surveyor,验船师,P
231215,Ship's Surveyor,船舶验船师,A
231299,Marine Transport Professionals nec,海洋运输专业人员NEC,P
231299,Boating Safety Officer (Aus),划船安全主任（澳大利亚）,N
231299,Marine Safety Officer,海事安全主任,N
231299,Vessel Traffic Officer (Aus),船只航行监察主任（澳大利亚）,N
232111,Architect,建筑师,P
232111,Conservation or Heritage Architect,保护或遗产建筑师,S
232112,Landscape Architect,景观设计师,P
232212,Surveyor,测量员,P
232212,Cadastral Surveyor,地籍测量师,S
232212,Engineering Surveyor,工程测量师,S
232212,Geodetic Surveyor,大地测量,S
232212,Hydrographic Surveyor,海道测量师,S
232212,Mine Surveyor,矿山测量师,S
232212,Photogrammetric Surveyor,摄影测量师,S
232213,Cartographer,制图师,P
232214,Other Spatial Scientist,其他空间科学家,P
232214,Geographic Information Systems Manager,地理信息系统经理,S
232311,Fashion Designer,时装设计师,P
232311,Costume Designer,服装设计,S
232312,Industrial Designer,工业设计师,P
232312,Product Designer,产品设计师,A
232312,Ceramic Designer,陶瓷设计师,S
232312,Furniture Designer,家具设计师,S
232312,Glass Designer,玻璃设计师,S
232312,Textile Designer,纺织品设计师,S
232313,Jewellery Designer,珠宝设计师,P
232411,Graphic Designer,平面设计师,P
232411,Graphic Artist,图形艺术家,A
232411,Exhibition Designer,展览设计师,S
232411,Film and Video Graphics Designer,电影和视频图形设计师,S
232411,Publication Designer,出版设计师,S
232412,Illustrator,插画,P
232412,Animator,动画制作者,S
232412,Cartoonist,漫画家,S
232412,Technical Illustrator,技术插图,S
232413,Multimedia Designer,多媒体设计师,P
232413,Digital Media Designer,数字媒体设计师,A
232413,Interactive Media Designer,互动媒体设计师,A
232413,Instructional Designer,教学设计,S
232414,Web Designer,网页设计师,P
232511,Interior Designer,室内设计师,P
232511,Commercial Interior Designer,商业室内设计师,S
232511,Environmental Designer,环境设计,S
232511,Residential Interior Designer,住宅室内设计师,S
232511,Retail Interior Designer,零售室内设计师,S
232611,Urban and Regional Planner,城市与区域规划师,P
232611,Land Planner,土地规划,S
232611,Resource Management Planner (NZ),资源管理师（ NZ ）,S
232611,Town Planner,城市规划师,S
232611,Traffic and Transport Planner,交通运输规划,S
233111,Chemical Engineer,化学工程师,P
233112,Materials Engineer,材料工程师,P
233211,Civil Engineer,土木工程师,P
233211,Airfield Engineer Officer (Air Force),飞机场师（空军）,S
233211,Hydraulics Engineer,液压工程师,S
233212,Geotechnical Engineer,土力工程师,P
233213,Quantity Surveyor,工料测量师,P
233213,Building Economist,建筑经济,A
233213,Construction Economist,施工经济学家,A
233214,Structural Engineer,结构工程师,P
233215,Transport Engineer,交通工程师,P
233215,Roading Engineer (NZ),越野工程师（ NZ ）,S
233311,Electrical Engineer,电气工程师,P
233311,Electrical Design Engineer,电气设计工程师,S
233311,Railway Signalling Engineer,铁路信号工程师,S
233311,Signalling and Communications Engineer,信号与通讯工程,S
233411,Electronics Engineer,电子工程师,P
233411,Communications Engineer (Army),通信工程师（陆军）,S
233511,Industrial Engineer,工业工程师,P
233511,Process Engineer (Industrial),工艺工程师（工业级）,S
233512,Mechanical Engineer,机械工程师,P
233512,Airconditioning Engineer,空调工程师,S
233512,Building Services Engineer,屋宇装备工程师,S
233512,Heating and Ventilation Engineer,加热和通风设备工程师,S
233513,Production or Plant Engineer,生产或工厂工程师,P
233513,Automation and Control Engineer,自动化和控制工程师,S
233611,Mining Engineer (excluding Petroleum),采矿工程师（不包括石油）,P
233611,Process Engineer (Mining),工艺工程师（采矿）,S
233612,Petroleum Engineer,石油工程师,P
233612,Mud Engineer,泥浆工程师,S
233612,Petrophysical Engineer,岩石物理工程师,S
233911,Aeronautical Engineer,航空工程师,P
233911,Aeronautical Engineering Officer (Navy),航空工程官（海军）,S
233911,Aerospace Engineer,航天工程师,S
233911,Aerospace Engineer Officer - Aeronautical (Air Force),航天师 - 航空（空军）,S
233911,Aerospace Engineer Officer - Armament (Air Force),航天师 - 总装备部（空军）,S
233911,Aerospace Engineer Officer - Electronics (Air Force),航天师 - 电子（空军）,S
233911,Avionics Systems Engineer,航空电子系统工程师,S
233911,Weapons Aeronautical Engineering Officer (Navy),武器航空工程官（海军）,S
233912,Agricultural Engineer,农业工程师,P
233912,Natural Resources Engineer,自然资源工程师,A
233913,Biomedical Engineer,生物医学工程师,P
233913,Bioengineer,生物工程,S
233913,Clinical Engineer,临床工程师,S
233913,Medical Engineer,医学工程师,S
233914,Engineering Technologist,工程技师,P
233914,Aeronautical Engineering Technologist,航空工程技师,S
233914,Agricultural Engineering Technologist,农业工程技师,S
233914,Biomedical Engineering Technologist,生物医学工程技师,S
233914,Chemical Engineering Technologist,化学工程技师,S
233914,Industrial Engineering Technologist,工业工程技师,S
233914,Mining Engineering Technologist,采矿工程技师,S
233915,Environmental Engineer,环境工程师,P
233916,Marine Designer (NZ),海洋设计师（ NZ ）,P
233916,Naval Architect (Aus),海军建筑师（AUS）,P
233999,Engineering Professionals nec,工程界NEC,P
233999,Acoustic Engineer,声学工程师,N
233999,Mechatronics Engineer,机电工程师,N
233999,Product Design Engineer,产品设计工程师,N
234111,Agricultural Consultant,农业顾问,P
234111,Agricultural Adviser,农业顾问,A
234111,Agricultural Extension Officer,农业推广员,S
234111,Landcare Officer,土地保护官,S
234112,Agricultural Scientist,农业科学家,P
234112,Agronomist,农学家,S
234113,Forest Scientist (NZ),森林科学家（ NZ ）,P
234113,Forester (Aus),Forester森林人（澳大利亚）,P
234113,Forestry Adviser,林业顾问,S
234113,Forestry Consultant,林业顾问,S
234211,Chemist,化学家,P
234211,Analytical Chemist,分析化学师,S
234211,Industrial Chemist,工业化学家,S
234212,Food Technologist,食品技师,P
234212,Food Scientist,食品科学家,A
234213,Wine Maker,葡萄酒制造商,P
234213,Oenologist,酿酒师,A
234311,Conservation Officer,护理主任,P
234311,Landcare Facilitator (Aus),土地保护主持人（AUS）,S
234312,Environmental Consultant,环境顾问,P
234312,Environmental Adviser,环境顾问,A
234312,Environmental Auditor,环境审核员,A
234312,Environmental Officer,环保主任,A
234313,Environmental Research Scientist,环境研究科学家,P
234313,Environmental Scientist,环境科学家,A
234313,Air Pollution Analyst,空气污染分析,S
234313,Ecologist,生态学家,S
234313,Land Degradation Analyst,土地退化分析师,S
234313,Water Quality Analyst,水质分析,S
234314,Park Ranger,公园护理,P
234314,Aboriginal and Torres Strait Islander Land and Sea Ranger (Aus),土著居民和托雷斯海峡岛民土地和海洋游侠（澳大利亚）,S
234399,Environmental Scientists nec,环境科学家NEC,P
234399,Environmental Educator,环境教育工作者,N
234399,Soil Scientist,土壤科学家,N
234411,Geologist,地质学家,P
234411,Marine Geologist,海洋地质学家,S
234411,Palaeontologist,古生物学家,S
234412,Geophysicist,地球物理学家,P
234412,Oceanographer,海洋学家,S
234412,Seismologist,地震学家,S
234413,Hydrogeologist,水文地质学家,P
234511,Life Scientist (General),生命科学家（一般）,P
234511,Biologist (General),生物学家（一般）,A
234513,Biochemist,生物化学,P
234513,Enzyme Chemist,酶化验师,S
234513,Protein Chemist,蛋白质化学家,S
234514,Biotechnologist,生物技术专家,P
234514,Cell Geneticist,细胞遗传学家,S
234514,Molecular Biologist,分子生物学家,S
234514,Molecular Geneticist,分子遗传学家,S
234515,Botanist,植物学家,P
234515,Plant Pathologist,植物病理学家,S
234515,Plant Physiologist,植物生理学家,S
234515,Plant Taxonomist,植物分类学家,S
234516,Marine Biologist,海洋生物学家,P
234517,Microbiologist,微生物学家,P
234517,Bacteriologist (Non-medical),细菌学家（非医疗）,S
234518,Zoologist,动物学家,P
234518,Entomologist,昆虫学者,S
234518,Mammalogist,Mammalogist,S
234518,Ornithologist,鸟类学家,S
234599,Life Scientists nec,生命科学家NEC,P
234599,Anatomist,解剖学家,N
234599,Animal Behaviourist,动物行为主义,N
234599,Neuroscientist,神经学家,N
234599,Parasitologist,寄生虫,N
234599,Pharmacologist (Non-clinical),药理学家（非临床）,N
234599,Physiologist,生理学家,N
234599,Toxicologist,毒理学,N
234611,Medical Laboratory Scientist,医学实验室科学家,P
234611,Hospital Scientist,医院的科学家,A
234611,Medical Scientific Officer,医学科学官,A
234611,IVF Embryologist,试管婴儿胚胎,S
234711,Veterinarian,兽医,P
234711,Veterinary Surgeon,兽医,A
234711,Veterinary Parasitologist,兽医寄生虫,S
234711,Veterinary Pathologist,兽医病理学家,S
234911,Conservator,保护者,P
234911,Art Conservator,艺术保护人,S
234912,Metallurgist,冶金学家,P
234912,Hydrometallurgical Engineer,湿法冶金工程师,S
234912,Metallographer,金相,S
234912,Pyrometallurgical Engineer,火法冶炼工程师,S
234912,Radiological Metallurgist,放射性冶金,S
234913,Meteorologist,气象学家,P
234913,Climatologist,气候学家,S
234913,Weather Forecaster,气象预报,S
234914,Physicist,物理学家,P
234914,Astronomer,天文学家,S
234914,Medical Physicist,医学物理学家,S
234915,Exercise Physiologist,运动生理学家,P
234999,Natural and Physical Science Professionals nec,自然和物理科学专业人员NEC,P
234999,Materials Scientist,材料科学家,N
234999,Metrologist,计量学家,N
234999,Polymer Scientist,聚合物科学家,N
234999,Respiratory Scientist,呼吸系统科学家,N
234999,Sleep Scientist,睡眠科学家,N
241111,Early Childhood (Pre-primary School) Teacher,幼儿教育（学前教育）教师,P
241111,Kindergarten Teacher,幼稚园教师,A
241111,Preschool Director,学龄前主任,S
241112,Kaiako Kohanga Reo (Maori Language Nest Teacher),Kaiako Kohanga雷奥（毛利人的语言巢教师）,P
241211,Kaiako Kura Kaupapa Maori (Maori-medium Primary School Teacher),Kaiako库拉Kaupapa毛利（毛利介质小学教师）,P
241212,Pouako Kura Kaupapa Maori (Maori-medium Primary School Senior Teacher),Pouako库拉Kaupapa毛利（毛利介质小学高级教师）,P
241213,Primary School Teacher,小学教师,P
241213,Primary School Teacher-Librarian,小学学校图书馆,S
241311,Intermediate School Teacher (NZ),中等学校教师（ NZ ）,P
241311,Middle School Teacher (Aus),中学教师（澳大利亚）,P
241411,Secondary School Teacher,中学教师,P
241411,Kaiako Kura Tuarua (NZ),Kaiako库拉Tuarua （ NZ ）,S
241411,Secondary School Teacher-Librarian,中学学校图书馆,S
241511,Special Needs Teacher,特别需要教师,P
241511,Behaviour Support Teacher,行为支持教师,S
241511,Remedial Teacher,辅导教师,S
241511,Teacher of Gifted Students,资优学生的老师,S
241512,Teacher of the Hearing Impaired,听障教师,P
241513,Teacher of the Sight Impaired,视力受损教师,P
241599,Special Education Teachers nec,特殊教育教师制造业,P
241599,Aboriginal Education Teacher (Aus),原住民教育教师（澳大利亚）,N
241599,Correspondence School Teacher (NZ),函授学院教师（ NZ ）,N
241599,Distance Education Teacher (Aus),远程教育教师（澳大利亚）,N
242111,University Lecturer,大学讲师,P
242112,University Tutor,大学导师,P
242112,University Demonstrator,大学演示,S
242211,Polytechnic Teacher (NZ),理工教师（ NZ ）,P
242211,Vocational Education Teacher (Aus),职业教育教师（澳大利亚）,P
242211,Adult Education Teacher,成人教育教师,S
242211,TAFE Lecturer,TAFE学院讲师,S
242211,TAFE Teacher,TAFE教师,S
242211,Workplace Trainer and Assessor,职业培训师和评估机构,S
249111,Education Adviser,教育顾问,P
249111,Curriculum Advisory Teacher,课程咨询师,S
249111,Education Officer,教育主任,S
249111,Home-School Liaison Officer,家庭与学校联络主任,S
249111,Preschool Adviser,学龄前顾问,S
249112,Education Reviewer,教育评论家,P
249112,School Inspector,督学,S
249211,Art Teacher (Private Tuition),美术教师（补习）,P
249212,Dance Teacher (Private Tuition),舞蹈老师（补习）,P
249212,Ballet Teacher (Private Tuition),芭蕾舞教师（补习）,S
249213,Drama Teacher (Private Tuition),戏剧老师（补习）,P
249213,Elocution Teacher,演说术教师,S
249214,Music Teacher (Private Tuition),音乐教师（补习）,P
249214,Singing Teacher (Private Tuition),歌唱老师（补习）,S
249299,Private Tutors and Teachers nec,私人导师和教师制造业,P
249299,Dressmaking Teacher (Private Tuition),刘雪华老师（补习）,N
249299,Handicrafts Teacher (Private Tuition),手工艺品教师（补习）,N
249299,Language Tutor (Private Tuition),语言导师（补习）,N
249299,Maths Tutor (Private Tuition),数学导师（补习）,N
249311,Teacher of English to Speakers of Other Languages,英语老师到其他语言者,P
249311,English as a Second Language Teacher,英语作为第二语言教师,A
251111,Dietitian,营养师,P
251112,Nutritionist,营养师,P
251211,Medical Diagnostic Radiographer,医疗放射诊断技师,P
251211,Medical Imaging Technologist,医学影像技师,A
251211,Magnetic Resonance Technologist,磁共振技师,S
251212,Medical Radiation Therapist,医用放射治疗师,P
251213,Nuclear Medicine Technologist,核医学技师,P
251214,Sonographer,超声医师,P
251214,Ultrasonographer,超声检查,A
251311,Environmental Health Officer,环境卫生官员,P
251311,Food Safety Auditor,食品安全审核员,S
251311,Food Safety Officer,食品安全主任,S
251312,Occupational Health and Safety Adviser,职业健康与安全顾问,P
251312,Occupational Health and Safety Coordinator,职业健康与安全协调员,A
251312,Occupational Health and Safety Officer,职业健康及安全主任,A
251312,Occupational Hygienist,职业环境卫生师,S
251312,Workplace Rehabilitation Officer,职业康复专员,S
251411,Optometrist,验光师,P
251412,Orthoptist,视觉矫正师,P
251511,Hospital Pharmacist,医院药师,P
251511,Pharmaceutical Officer (Army),制药主任（陆军）,S
251512,Industrial Pharmacist,工业药剂师,P
251513,Retail Pharmacist,零售药剂师,P
251513,Community Pharmacist,社区药师,A
251911,Health Promotion Officer,健康推广主任,P
251911,Community Health Worker,社区卫生工作者,A
251911,Health Educator,健康教育,A
251911,Asthma Educator,哮喘教育家,S
251911,Childbirth Educator,分娩教育家,S
251911,Diabetes Educator,糖尿病教育,S
251912,Orthotist or Prosthetist,矫形器或义肢,P
251999,Health Diagnostic and Promotion Professionals nec,健康诊断和促进专业人员NEC,P
251999,Genetic Counsellor,遗传参赞,N
252111,Chiropractor,脊医,P
252112,Osteopath,整骨,P
252211,Acupuncturist,针灸师,P
252212,Homoeopath,同种疗法医师,P
252213,Naturopath,自然疗法,P
252214,Traditional Chinese Medicine Practitioner,中国传统的中医执业,P
252214,Chinese Medicine Practitioner,中国中医执业,A
252214,Oriental Medicine Practitioner,东方医学从业者,A
252214,Chinese Herbalist,中国中医,S
252215,Traditional Maori Health Practitioner,毛利人的传统保健医生,P
252299,Complementary Health Therapists nec,互补性健康治疗师制造业,P
252299,Dance Therapist,舞蹈治疗师,N
252299,Drama Therapist,戏剧治疗师,N
252299,Hypnotherapist,催眠治疗师,N
252299,Music Therapist,音乐治疗师,N
252299,Play Therapist,游戏治疗师,N
252311,Dental Specialist,牙科专家,P
252311,Endodontist,牙髓病学家,S
252311,Oral and Maxillofacial Surgeon,口腔颌面外科医生,S
252311,Oral Pathologist,口腔病理学家,S
252311,Orthodontist,牙齿矫正,S
252311,Paedodontist,Paedodontist,S
252311,Periodontist,牙周病,S
252311,Prosthodontist,镶牙,S
252312,Dentist,牙科医生,P
252312,Dental Practitioner,牙科医生,A
252312,Dental Surgeon,牙科医生,A
252411,Occupational Therapist,职业治疗师,P
252511,Physiotherapist,物理治疗师,P
252511,Physical Therapist,物理治疗师,A
252511,Aquatic Physiotherapist,水产物理治疗师,S
252511,Cardiothoracic Physiotherapist,心胸物理治疗师,S
252511,Continence and Women's Health Physiotherapist,节欲和妇女健康物理治疗师,S
252511,Gerentological Physiotherapist,Gerentological物理治疗师,S
252511,Maori Physiotherapist (NZ),毛利物理治疗师（ NZ ）,S
252511,Musculoskeletal Physiotherapist,肌肉骨骼物理治疗师,S
252511,Neurological Physiotherapist,神经物理治疗师,S
252511,Occupational Health Physiotherapist,职业健康物理治疗师,S
252511,Paediatric Physiotherapist,儿科物理治疗师,S
252511,Sports Physiotherapist,运动物理治疗师,S
252611,Podiatrist,足病诊疗师,P
252611,Podiatric Surgeon,足科医生,S
252711,Audiologist,听觉病矫治专家,P
252712,Speech Language Therapist (NZ),言语语言治疗师（ NZ ）,P
252712,Speech Pathologist (Aus),言语病理学家（AUS）,P
252712,Speech Therapist,言语治疗师,A
253111,General Practitioner,全科医生,P
253111,General Medical Practitioner,普通科医生,A
253111,Medical Officer (Navy),医官（海军）,S
253112,Resident Medical Officer,驻院医生,P
253112,Medical Intern,医学实习生,S
253211,Anaesthetist,麻醉师,P
253211,Intensive Care Anaesthetist,重症监护麻醉师,S
253211,Obstetric Anaesthetist,产科麻醉师,S
253211,Pain Management Specialist,疼痛管理专家,S
253311,Specialist Physician (General Medicine),专科医师（全科医学）,P
253312,Cardiologist,心脏病,P
253313,Clinical Haematologist,临床血液学家,P
253314,Medical Oncologist,肿瘤内科,P
253314,Medical Oncology Physician,肿瘤内科医师,A
253315,Endocrinologist,内分泌科,P
253315,Diabetologist,糖尿病专家,S
253316,Gastroenterologist,肠胃病,P
253317,Intensive Care Specialist,重症监护专家,P
253317,Intensive Care Medicine Specialist,重症监护医学专科,A
253317,Intensivist,重症,A
253318,Neurologist,神经学家,P
253321,Paediatrician,儿科,P
253321,Neonatologist,新生儿,S
253321,Paediatric Thoracic Physician,小儿胸腔医师,S
253322,Renal Medicine Specialist,肾内科专家,P
253322,Nephrologist,肾病,A
253322,Renal Medicine Physician,肾内科医师,A
253323,Rheumatologist,风湿病,P
253324,Thoracic Medicine Specialist,胸腔医学专科,P
253324,Respiratory Medicine Physician,呼吸内科医师,A
253324,Thoracic Medicine Physician,胸腔内科医师,A
253324,Pulmonary Specialist,肺专家,S
253324,Respiratory Physician,呼吸内科医生,S
253399,Specialist Physicians nec,专科医师NEC,P
253399,Clinical Allergist,临床过敏症,N
253399,Clinical Geneticist,临床遗传学家,N
253399,Clinical Immunologist,临床免疫,N
253399,Clinical Pharmacologist,临床药理学家,N
253399,Geriatrician,老年医学专家,N
253399,Infectious Diseases Physician,传染病医生,N
253399,Musculoskeletal Physician (NZ),肌肉骨骼医师（ NZ ）,N
253399,Occupational Medicine Physician,职业医学医师,N
253399,Palliative Medicine Physician,姑息医学医师,N
253399,Public Health Physician,公共卫生医师,N
253399,Rehabilitation Medicine Physician,康复医学医师,N
253399,Sexual Health Physician,性健康医师,N
253399,Sleep Medicine Physician,睡眠医学医师,N
253411,Psychiatrist,心理医生,P
253411,Adolescent Psychiatrist,青少年精神科医生,S
253411,Child and Adolescent Psychiatrist,儿童及青少年精神科,S
253411,Child Psychiatrist,儿童精神科医生,S
253411,Forensic Psychiatrist,法医精神科医生,S
253411,Geriatric Psychiatrist,老年精神科医生,S
253411,Medical Psychotherapist,医学心理治疗师,S
253511,Surgeon (General),外科医生（一般）,P
253512,Cardiothoracic Surgeon,心胸外科,P
253513,Neurosurgeon,神经外科医生,P
253514,Orthopaedic Surgeon,骨科医生,P
253515,Otorhinolaryngologist,耳鼻喉科,P
253515,"Ear, Nose and Throat Specialist",耳，鼻，喉专家,A
253515,Head and Neck Surgeon,头颈外科,A
253515,Laryngologist,喉科,S
253515,Otologist,耳科医生,S
253515,Rhinologist,Rhinologist,S
253516,Paediatric Surgeon,儿科医生,P
253517,Plastic and Reconstructive Surgeon,整形外科医生,P
253518,Urologist,泌尿科医师,P
253521,Vascular Surgeon,血管外科,P
253911,Dermatologist,皮肤科医生,P
253912,Emergency Medicine Specialist,急诊医学专家,P
253912,Emergency Physician,急诊医师,A
253913,Obstetrician and Gynaecologist,妇产科,P
253913,Gynaecological Oncologist,妇科肿瘤专家,S
253913,Reproductive Endocrinologist,生殖内分泌,S
253913,Urogynaecologist,Urogynaecologist,S
253914,Ophthalmologist,眼科医生,P
253914,Eye Specialist,眼睛专家,A
253914,Eye Surgeon,眼科医生,A
253915,Pathologist,病理学家,P
253915,Clinical Cytopathologist,临床细胞病理学家,S
253915,Forensic Pathologist,法医科医生,S
253915,Immunologist,免疫,S
253917,Diagnostic and Interventional Radiologist,诊断与介入放射,P
253917,Medical Imaging Specialist,医学影像专家,S
253918,Radiation Oncologist,放射肿瘤科,P
253999,Medical Practitioners nec,医生NEC,P
253999,Nuclear Medicine Physician,核医学医师,N
253999,Sports Physician,体育医师,N
254111,Midwife,助产士,P
254111,Certified Midwife,通过认证的助产士,A
254111,Registered Midwife,注册助产士,A
254111,Community Midwife,社区助产士,S
254111,Midwife Practitioner,助产士执业,S
254211,Nurse Educator,护士教育家,P
254211,Clinical Nurse Educator,临床护理教师,A
254211,Staff Development Nurse,员工发展护士,A
254212,Nurse Researcher,护士研究员,P
254311,Nurse Manager,护士经理,P
254311,Charge Nurse,主管护师,A
254311,Nurse Supervisor,主管护士,A
254311,Nurse Unit Manager,护士部经理,A
254411,Nurse Practitioner,执业护士,P
254412,Registered Nurse (Aged Care),注册护士（老年护理）,P
254412,Registered Nurse (Gerontology),注册护士（长者服务）,S
254413,Registered Nurse (Child and Family Health),注册护士（儿童和家庭卫生）,P
254413,Plunket Nurse (NZ),Plunket的护士（ NZ ）,S
254414,Registered Nurse (Community Health),注册护士（社区卫生）,P
254414,Registered Nurse (Health Education and Promotion),注册护士（健康教育及推广）,S
254414,Registered Nurse (Public Health),注册护士（公众卫生）,S
254414,Registered Nurse (School Nurse),注册护士（护士学校）,S
254415,Registered Nurse (Critical Care and Emergency),注册护士（重症护理和紧急）,P
254415,Registered Nurse (Acute Care),注册护士（急诊）,S
254415,Registered Nurse (Emergency/Trauma),注册护士（紧急/创伤）,S
254415,Registered Nurse (High Dependency),注册护士（高依赖性）,S
254415,Registered Nurse (Neonatal Intensive Care),注册护士（新生儿重症监护）,S
254415,Registered Nurse (Paediatric Intensive Care),注册护士（儿科重症监护）,S
254416,Registered Nurse (Developmental Disability),注册护士（发展障碍）,P
254416,Mental Retardation Nurse,精神发育迟滞护士,A
254417,Registered Nurse (Disability and Rehabilitation),注册护士（残疾和康复）,P
254417,Registered Nurse (Rehabilitation),注册护士（康复）,S
254418,Registered Nurse (Medical),注册护士（医疗）,P
254421,Registered Nurse (Medical Practice),注册护士（医学实践）,P
254421,Practice Nurse,实习护士,A
254421,Primary Health Care Nurse (NZ),初级卫生保健护士（ NZ ）,A
254422,Registered Nurse (Mental Health),注册护士（心理健康）,P
254422,Psychiatric Nurse,精神科护士,A
254422,Psychopaedic Nurse (NZ),Psychopaedic护士（ NZ ）,S
254422,Registered Nurse (Child and Adolescence Mental Health),注册护士（儿童及青少年精神健康）,S
254422,Registered Nurse (Drug and Alcohol),注册护士（毒品和酒精）,S
254422,Registered Nurse (Psychiatric Rehabilitation),注册护士（精神科康复）,S
254422,Registered Nurse (Psychogeriatric Care),注册护士（精神科护理）,S
254423,Registered Nurse (Perioperative),注册护士（围手术期）,P
254423,Operating Room Nurse,手术室护士,A
254423,Registered Nurse (Anaesthetic),注册护士（麻醉）,S
254423,Registered Nurse (Operating Room),注册护士（手术室）,S
254423,Registered Nurse (Recovery),注册护士（恢复）,S
254424,Registered Nurse (Surgical),注册护士（手术）,P
254425,Registered Nurse (Paediatrics),注册护士（儿科）,P
254499,Registered Nurses nec,注册护士NEC,P
254499,Flight Nurse,飞行护士,N
254499,Nursing Officer (Defence Forces),护士长（国防军）,N
254499,Registered Nurse (Infection Control),注册护士（感染控制）,N
254499,Registered Nurse (Remote or Rural Area),注册护士（偏远或农村地区）,N
261111,ICT Business Analyst,信息和通信技术业务分析师,P
261111,BA (ICT),BA （ ICT）,A
261111,Business Consultant (ICT),商务顾问（ ICT）,A
261111,Business Systems Analyst,业务系统分析员,S
261112,Systems Analyst,系统分析员,P
261211,Multimedia Specialist,多媒体专家,P
261211,Electronic Game Developer,电子游戏开发,A
261211,Multimedia Developer,多媒体开发,A
261211,Multimedia Programmer,多媒体编程,A
261212,Web Developer,Web开发,P
261212,Web Programmer,网络编程,A
261311,Analyst Programmer,分析程序员,P
261311,Programmer Analyst,程序分析员,A
261312,Developer Programmer,开发程序员,P
261312,Applications Developer,应用程序开发,A
261312,ICT Developer,信息和通信技术开发,A
261312,ICT Programmer,信息和通信技术编程,A
261312,Communications Programmer (Systems),通讯编程（系统）,S
261312,Database Developer,数据库开发,S
261312,Database Programmer (Systems),数据库程序员（系统）,S
261312,Network Programmer,网络编程,S
261312,Software Developer,软件开发人员,S
261312,Software Programmer,软件编程,S
261313,Software Engineer,软件工程师,P
261313,Software Architect,软件架构师,A
261313,Software Designer,软件设计师,A
261313,Computer Applications Engineer,计算机应用工程师,S
261313,Database Designer,数据库设计,S
261313,Systems Architect,系统架构师,S
261314,Software Tester,软件测试员,P
261399,Software and Applications Programmers nec,软件和应用程序的程序员制造业,P
262111,Database Administrator,数据库管理员,P
262111,Database Operator,数据库操作员,A
262111,Database Specialist,数据库专家,A
262111,Database Support,数据库支持,A
262111,DBA,DBA,A
262111,Database Analyst,数据库分析师,S
262112,ICT Security Specialist,信息和通信技术安全专家,P
262112,Security Administrator,安全管理员,A
262112,Information Technology Security Manager,信息技术安全管理,S
262113,Systems Administrator,系统管理员,P
262113,Systems Manager,系统经理,A
263111,Computer Network and Systems Engineer,计算机网络和系统工程师,P
263111,Computer Network Engineer,计算机网络工程师,S
263111,Computer Systems Integrator,计算机系统集成,S
263112,Network Administrator,网络管理员,P
263112,Network Specialist,网络专家,A
263112,Network Support,网络支持,A
263112,LAN Administrator,网络管理员,S
263113,Network Analyst,网络分析,P
